0,7.5,0.25,5,0,0,0
0.02,7.5,0.25,5,0,0,0
0.3533334,7.500786,0.25,5.000029,0,359.9592,0
0.3787701,7.507813,0.25,5.002696,0,359.7642,0
0.3858021,7.493939,0.25,5.004535,0,359.7921,0
0.3897505,7.493958,0.25,5.004579,0,359.7997,0
0.3931887,7.493969,0.25,5.004604,0,359.804,0
0.3968552,7.49398,0.25,5.004627,0,359.8076,0
0.4003704,7.493992,0.25,5.004651,0,359.8115,0
0.4040206,7.494005,0.25,5.004673,0,359.8153,0
0.4076235,7.494019,0.25,5.004698,0,359.8191,0
0.411275,7.494033,0.25,5.004722,0,359.8229,0
0.4144084,7.494049,0.25,5.004747,0,359.8268,0
0.418061,7.494062,0.25,5.004768,0,359.83,0
0.4238636,7.494079,0.25,5.004794,0,359.8338,0
0.4286132,7.494108,0.25,5.004834,0,359.8398,0
0.4337271,7.494133,0.25,5.004868,0,359.8447,0
0.4396947,7.494161,0.25,5.004904,0,359.8499,0
0.4444029,7.494195,0.25,5.004947,0,359.856,0
0.4496202,7.494224,0.25,5.004982,0,359.8607,0
0.4548768,7.494257,0.25,5.00502,0,359.866,0
0.4604566,7.494292,0.25,5.005059,0,359.8712,0
0.4659497,7.494331,0.25,5.005101,0,359.8767,0
0.4715543,7.494371,0.25,5.005143,0,359.8821,0
0.476447,7.494413,0.25,5.005186,0,359.8876,0
0.4820499,7.494452,0.25,5.005224,0,359.8923,0
0.4994456,7.494497,0.25,5.005268,0,359.8977,0
0.5028985,7.494648,0.25,5.005406,0,359.9142,0
0.5064228,7.49468,0.25,5.005434,0,359.9174,0
0.5098488,7.494713,0.25,5.005462,0,359.9207,0
0.5133997,7.494746,0.25,5.00549,0,359.9238,0
0.5167114,7.494781,0.25,5.005519,0,359.9271,0
0.5202177,7.494813,0.25,5.005547,0,359.9301,0
0.5246536,7.494849,0.25,5.005576,0,359.9332,0
0.5305935,7.494894,0.25,5.005612,0,359.9372,0
0.5355427,7.494956,0.25,5.005662,0,359.9425,0
0.5411693,7.49501,0.25,5.005703,0,359.9469,0
0.5448961,7.495072,0.25,5.005751,0,359.9518,0
0.549143,7.495114,0.25,5.005783,0,359.9551,0
0.5525486,7.495162,0.25,5.005819,0,359.9588,0
0.5560735,7.495202,0.25,5.005848,0,359.9617,0
0.5597584,7.495244,0.25,5.005878,0,359.9647,0
0.5638896,7.495287,0.25,5.005909,0,359.9678,0
0.567556,7.495337,0.25,5.005945,0,359.9713,0
0.5716127,7.495382,0.25,5.005977,0,359.9744,0
0.5754703,7.495433,0.25,5.006012,0,359.9777,0
0.5796294,7.495481,0.25,5.006046,0,359.9809,0
0.5833113,7.495535,0.25,5.006082,0,359.9843,0
0.5871711,7.495583,0.25,5.006114,0,359.9872,0
0.5912519,7.495633,0.25,5.006148,0,359.9904,0
