frame,root x,root y,root z
5678,2.197048,0.887949,0.99332
5679,2.208136,0.888202,0.995683
5680,2.219251,0.888603,0.997955
5681,2.230168,0.889091,1.000095
5682,2.240663,0.889604,1.002066
5683,2.250728,0.890182,1.003811
5684,2.260543,0.89088,1.005349
5685,2.27016,0.891665,1.006757
5686,2.279632,0.892504,1.00811
5687,2.289013,0.893361,1.009484
5688,2.298357,0.894203,1.010957
5689,2.307704,0.895043,1.012516
5690,2.31702,0.89591,1.014096
5691,2.326245,0.896796,1.015699
5692,2.335319,0.897693,1.017323
5693,2.344182,0.898591,1.018969
5694,2.352773,0.899481,1.020636
5695,2.361042,0.900381,1.02232
5696,2.369026,0.901298,1.024019
5697,2.376799,0.902217,1.025739
5698,2.384434,0.903121,1.027488
5699,2.392004,0.903992,1.029272
5700,2.399583,0.904815,1.031096
5701,2.40717,0.905603,1.032956
5702,2.414706,0.906373,1.034843
5703,2.422177,0.907111,1.036765
5704,2.429569,0.907803,1.038728
5705,2.43687,0.908435,1.04074
5706,2.444063,0.908993,1.042807
5707,2.451139,0.909484,1.044947
5708,2.458105,0.909918,1.047157
5709,2.464979,0.910293,1.049415
5710,2.471777,0.910604,1.0517
5711,2.478517,0.910848,1.05399
5712,2.485216,0.911021,1.056262
5713,2.491852,0.911124,1.058515
5714,2.498406,0.911159,1.060766
5715,2.504903,0.911126,1.063022
5716,2.511364,0.911028,1.065289
5717,2.517813,0.910862,1.067575
5718,2.524273,0.910631,1.069886
5719,2.530711,0.910335,1.072215
5720,2.537101,0.909974,1.074556
5721,2.54348,0.909548,1.076915
5722,2.549881,0.909052,1.079299
5723,2.55634,0.908486,1.081714
5724,2.562891,0.907847,1.084168
5725,2.569522,0.907114,1.086636
5726,2.576201,0.906282,1.089109
5727,2.582937,0.90538,1.091614
5728,2.589741,0.904435,1.094177
5729,2.596622,0.903472,1.096823
5730,2.603591,0.902519,1.099578
5731,2.610631,0.901545,1.102445
5732,2.617732,0.900522,1.105404
5733,2.62491,0.899483,1.108446
5734,2.632182,0.898458,1.111564
5735,2.639563,0.897481,1.114748
5736,2.647071,0.896583,1.117992
5737,2.654667,0.895757,1.121261
5738,2.662331,0.894975,1.124555
5739,2.670105,0.894241,1.127916
5740,2.678031,0.893557,1.131387
5741,2.68615,0.892925,1.13501
5742,2.694504,0.892349,1.138827
5743,2.703234,0.891786,1.142892
5744,2.712334,0.891227,1.147183
5745,2.721628,0.89072,1.151626
5746,2.730938,0.890315,1.156147
5747,2.740087,0.89006,1.160673
5748,2.748899,0.890006,1.165129
5749,2.757325,0.89019,1.169547
5750,2.765497,0.890581,1.173991
5751,2.773509,0.891124,1.178439
5752,2.781453,0.89176,1.18287
5753,2.789421,0.892433,1.187262
5754,2.797507,0.893086,1.191594
5755,2.80575,0.89374,1.195916
5756,2.814087,0.894444,1.200256
5757,2.822448,0.895184,1.204558
5758,2.830765,0.895949,1.208763
5759,2.838971,0.896726,1.212814
5760,2.846997,0.897501,1.216653
5761,2.854831,0.898287,1.220254
5762,2.862527,0.899095,1.223658
5763,2.870111,0.899915,1.226908
5764,2.87761,0.900735,1.230046
5765,2.885053,0.901544,1.233117
5766,2.892465,0.902328,1.236164
5767,2.899832,0.903111,1.239176
5768,2.907128,0.903904,1.242116
5769,2.914367,0.904686,1.244989
5770,2.921562,0.905433,1.247797
5771,2.928726,0.906122,1.250545
5772,2.935874,0.906732,1.253237
5773,2.943008,0.907273,1.255867
5774,2.950118,0.907766,1.258431
5775,2.957197,0.908201,1.260935
5776,2.96424,0.90857,1.263384
5777,2.971238,0.908862,1.265783
5778,2.978186,0.909068,1.268138
5779,2.985085,0.909182,1.270434
5780,2.991943,0.909209,1.272667
5781,2.998757,0.90916,1.27485
5782,3.005525,0.909044,1.276997
5783,3.012244,0.90887,1.279123
5784,3.018913,0.908647,1.281241
5785,3.025498,0.908364,1.283354
5786,3.031996,0.908013,1.285449
5787,3.038445,0.907603,1.287522
5788,3.044884,0.907147,1.289571
5789,3.051353,0.906655,1.29159
5790,3.05789,0.906139,1.293576
5791,3.064466,0.905601,1.295519
5792,3.071042,0.905031,1.29742
5793,3.077647,0.904426,1.299292
5794,3.084311,0.903782,1.301147
5795,3.09106,0.903096,1.303
5796,3.097924,0.902364,1.304862
5797,3.104866,0.901575,1.306729
5798,3.111855,0.900728,1.308591
5799,3.11893,0.899839,1.31045
5800,3.12613,0.898923,1.312308
5801,3.133495,0.897997,1.314167
5802,3.141062,0.897076,1.316031
5803,3.148801,0.896135,1.317924
5804,3.156674,0.895159,1.319848
5805,3.164712,0.894171,1.321773
5806,3.172943,0.893199,1.323671
5807,3.181398,0.892266,1.325511
5808,3.190107,0.891399,1.327263
5809,3.199101,0.890536,1.328905
5810,3.208362,0.889642,1.330454
5811,3.217848,0.888788,1.331945
5812,3.227513,0.888045,1.333413
5813,3.237314,0.887482,1.334892
5814,3.247207,0.88717,1.336415
5815,3.257337,0.88715,1.338039
5816,3.267769,0.887377,1.339745
5817,3.278336,0.887783,1.341462
5818,3.288873,0.888305,1.343118
5819,3.299215,0.888877,1.34464
5820,3.309196,0.889433,1.345957
5821,3.318816,0.889997,1.34699
5822,3.328208,0.890624,1.347782
5823,3.337405,0.891301,1.348441
5824,3.346438,0.892014,1.349073
5825,3.355342,0.892748,1.349787
5826,3.364147,0.893489,1.350689
5827,3.372875,0.894255,1.351785
5828,3.381501,0.895061,1.35299
5829,3.389998,0.895887,1.354275
5830,3.398334,0.896717,1.355615
5831,3.40648,0.897531,1.356981
5832,3.414407,0.898313,1.358347
5833,3.422061,0.899067,1.359705
5834,3.429456,0.899811,1.361075
5835,3.436661,0.900541,1.362472
5836,3.443746,0.90125,1.36391
5837,3.45078,0.901935,1.365402
5838,3.457833,0.90259,1.366964
5839,3.464912,0.903236,1.368597
5840,3.471962,0.903881,1.370291
5841,3.478962,0.9045,1.37204
5842,3.485889,0.905073,1.373838
5843,3.49272,0.905576,1.375679
5844,3.499433,0.905987,1.377556
5845,3.506011,0.906309,1.37948
5846,3.512468,0.90656,1.381457
5847,3.518829,0.906741,1.383476
5848,3.52512,0.906854,1.385529
5849,3.531366,0.9069,1.387605
5850,3.537592,0.906879,1.389694
5851,3.543763,0.906786,1.391788
5852,3.549852,0.906618,1.393894
5853,3.555897,0.906383,1.396024
5854,3.561933,0.906088,1.398187
5855,3.567999,0.905741,1.400397
5856,3.574131,0.905349,1.402664
5857,3.580307,0.904915,1.40498
5858,3.586492,0.904434,1.407335
5859,3.592707,0.903901,1.409735
5860,3.598971,0.903311,1.412189
5861,3.605304,0.902656,1.414703
5862,3.611728,0.901932,1.417285
5863,3.618234,0.901111,1.419925
5864,3.624805,0.900192,1.422615
5865,3.631446,0.89921,1.425365
5866,3.638161,0.898197,1.428187
5867,3.644955,0.897189,1.43109
5868,3.651833,0.896219,1.434085
5869,3.658792,0.895267,1.437153
5870,3.665828,0.894301,1.440281
5871,3.672943,0.893339,1.44349
5872,3.680139,0.892399,1.446803
5873,3.687418,0.891499,1.45024
5874,3.694783,0.890657,1.453824
5875,3.702221,0.889857,1.457517
5876,3.709726,0.889079,1.461295
5877,3.717315,0.888342,1.465199
5878,3.725003,0.887661,1.469266
5879,3.732804,0.887054,1.473536
5880,3.740733,0.886538,1.478049
5881,3.748954,0.886101,1.482898
5882,3.757485,0.885726,1.488072
5883,3.76613,0.885425,1.493448
5884,3.77469,0.885209,1.498907
5885,3.782969,0.885088,1.504328
5886,3.790769,0.885073,1.509589
5887,3.797979,0.885165,1.514713
5888,3.804737,0.885354,1.5198
5889,3.811213,0.885639,1.524849
5890,3.817578,0.886017,1.529858
5891,3.824005,0.886485,1.534824
5892,3.830664,0.887041,1.539745
5893,3.837619,0.887721,1.544639
5894,3.844746,0.888534,1.549511
5895,3.851934,0.889437,1.55434
5896,3.859072,0.890388,1.559106
5897,3.866048,0.891346,1.56379
5898,3.872751,0.892269,1.56837
5899,3.879152,0.893175,1.572824
5900,3.885335,0.894101,1.577162
5901,3.891356,0.895035,1.581417
5902,3.897272,0.89596,1.585623
5903,3.903139,0.896865,1.589811
5904,3.909013,0.897735,1.594017
5905,3.914868,0.898588,1.598237
5906,3.920652,0.899439,1.602446
5907,3.926388,0.90027,1.606638
5908,3.932096,0.90106,1.610809
5909,3.937797,0.90179,1.614954
5910,3.943512,0.90244,1.619067
5911,3.949251,0.903021,1.623145
5912,3.954999,0.903551,1.627192
5913,3.960741,0.90402,1.631212
5914,3.966459,0.904421,1.635212
5915,3.972137,0.904746,1.639196
5916,3.977758,0.904986,1.64317
5917,3.983302,0.905134,1.647127
5918,3.988777,0.905194,1.651059
5919,3.994212,0.905179,1.654976
5920,3.999636,0.905097,1.658887
5921,4.005075,0.904962,1.662801
5922,4.010559,0.904782,1.666727
5923,4.01607,0.904556,1.670647
5924,4.021583,0.904273,1.67455
5925,4.027112,0.903936,1.678456
5926,4.032672,0.903546,1.682385
5927,4.038277,0.903104,1.686357
5928,4.043943,0.902611,1.690394
5929,4.04964,0.902061,1.69447
5930,4.05535,0.901451,1.698567
5931,4.061106,0.900788,1.702706
5932,4.06694,0.900082,1.706913
5933,4.072884,0.899341,1.711212
5934,4.07897,0.898572,1.715624
5935,4.085192,0.897761,1.72015
5936,4.091522,0.896897,1.724769
5937,4.097962,0.895997,1.729479
5938,4.104514,0.895079,1.734277
5939,4.111181,0.89416,1.739162
5940,4.117966,0.893255,1.744131
5941,4.124862,0.892338,1.749158
5942,4.131866,0.89139,1.75424
5943,4.138985,0.890441,1.759408
5944,4.146226,0.889519,1.764695
5945,4.153593,0.888653,1.770131
5946,4.161094,0.887873,1.775748
5947,4.168837,0.887118,1.781644
5948,4.176839,0.886352,1.787814
5949,4.184968,0.885643,1.794133
5950,4.193093,0.885057,1.800479
5951,4.201082,0.884662,1.806726
5952,4.208804,0.884525,1.812752
5953,4.216254,0.884691,1.818559
5954,4.223534,0.885115,1.824246
5955,4.230679,0.88573,1.829835
5956,4.237721,0.886468,1.835348
5957,4.244694,0.887262,1.840808
5958,4.251632,0.888044,1.846235
5959,4.258629,0.88885,1.85162
5960,4.265677,0.889741,1.856943
5961,4.272657,0.890689,1.862212
5962,4.279447,0.891662,1.867435
5963,4.285927,0.892631,1.872621
5964,4.291978,0.893566,1.877776
5965,4.297546,0.894465,1.882899
5966,4.30272,0.895353,1.887982
5967,4.307584,0.896237,1.893027
5968,4.312224,0.897124,1.898036
5969,4.316725,0.898022,1.903011
5970,4.321174,0.898937,1.907955
5971,4.325549,0.899909,1.912854
5972,4.329777,0.900937,1.917704
5973,4.333866,0.901977,1.922521
5974,4.337826,0.902981,1.927318
5975,4.341665,0.903902,1.93211
5976,4.345391,0.904696,1.936911
5977,4.348997,0.905372,1.941726
5978,4.352477,0.905968,1.946545
5979,4.355834,0.906483,1.951358
5980,4.359078,0.906913,1.956157
5981,4.362212,0.907255,1.960934
5982,4.365245,0.907507,1.965679
5983,4.368159,0.907664,1.970362
5984,4.370943,0.907728,1.974983
5985,4.37362,0.907705,1.979582
5986,4.376208,0.907599,1.984197
5987,4.378728,0.907415,1.988866
5988,4.3812,0.907158,1.993628
5989,4.383609,0.906821,1.998444
5990,4.385938,0.906398,2.003274
5991,4.388198,0.905898,2.008159
5992,4.390403,0.905328,2.013139
5993,4.392565,0.904696,2.018253
5994,4.394698,0.90401,2.023542
5995,4.396814,0.903247,2.02901
5996,4.398908,0.902395,2.034626
5997,4.400959,0.901482,2.040376
5998,4.402948,0.900533,2.046248
5999,4.404857,0.899577,2.052229
6000,4.406665,0.898639,2.058304
6001,4.40838,0.897689,2.06447
6002,4.410019,0.896696,2.070735
6003,4.411576,0.895696,2.077108
6004,4.413049,0.894721,2.083599
6005,4.414433,0.893805,2.090216
6006,4.415726,0.892981,2.096969
6007,4.416955,0.892206,2.103821
6008,4.41813,0.891446,2.110757
6009,4.419217,0.890744,2.117819
6010,4.420182,0.890145,2.125051
6011,4.420991,0.889693,2.132493
6012,4.42161,0.889433,2.14019
6013,4.421998,0.889398,2.148321
6014,4.422172,0.889562,2.15689
6015,4.42219,0.889872,2.16567
6016,4.42211,0.890278,2.174435
6017,4.421991,0.890729,2.182958
6018,4.42189,0.891174,2.191012
6019,4.421777,0.891623,2.19853
6020,4.421599,0.892117,2.205678
6021,4.421382,0.892657,2.212585
6022,4.421149,0.89324,2.219377
6023,4.420926,0.893865,2.22618
6024,4.420737,0.89453,2.233122
6025,4.420572,0.895254,2.240227
6026,4.420411,0.896042,2.247398
6027,4.420259,0.896871,2.254581
6028,4.420122,0.89772,2.261721
6029,4.420008,0.898568,2.268762
6030,4.419922,0.899391,2.275651
6031,4.419877,0.900208,2.282361
6032,4.419868,0.901039,2.288934
6033,4.419882,0.901869,2.295408
6034,4.419902,0.902679,2.301824
6035,4.419915,0.903454,2.308221
6036,4.419903,0.904175,2.314641
6037,4.419877,0.904862,2.32107
6038,4.419847,0.905531,2.327473
6039,4.41981,0.906165,2.333857
6040,4.419758,0.906743,2.340232
6041,4.419686,0.907249,2.346603
6042,4.419587,0.907663,2.352979
6043,4.419467,0.907981,2.359362
6044,4.419334,0.908217,2.365747
6045,4.41918,0.90838,2.372129
6046,4.418999,0.908478,2.378504
6047,4.418784,0.908522,2.384866
6048,4.418528,0.90852,2.391211
6049,4.418217,0.908466,2.397532
6050,4.417856,0.908351,2.403829
6051,4.41746,0.908181,2.410114
6052,4.417047,0.907962,2.416397
6053,4.416636,0.9077,2.42269
6054,4.416244,0.907401,2.429003
6055,4.415876,0.907063,2.435307
6056,4.415519,0.906683,2.441584
6057,4.415162,0.906259,2.447872
6058,4.414798,0.905792,2.454203
6059,4.414417,0.905282,2.460614
6060,4.414009,0.904727,2.467137
6061,4.413582,0.904135,2.473746
6062,4.413146,0.903506,2.480406
6063,4.412693,0.902834,2.487145
6064,4.412215,0.90211,2.493989
6065,4.411704,0.901329,2.500967
6066,4.411151,0.900481,2.508106
6067,4.410559,0.89954,2.515401
6068,4.409934,0.898504,2.522829
6069,4.409276,0.89741,2.530391
6070,4.408584,0.896293,2.538086
6071,4.407858,0.895192,2.545915
6072,4.407099,0.89414,2.553878
6073,4.406298,0.893095,2.561958
6074,4.405454,0.892016,2.570153
6075,4.404576,0.890953,2.578482
6076,4.403673,0.88995,2.586965
6077,4.402755,0.889055,2.59562
6078,4.401829,0.888315,2.604469
6079,4.400874,0.887697,2.613619
6080,4.399877,0.887158,2.623077
6081,4.398864,0.886726,2.632708
6082,4.397861,0.886432,2.642378
6083,4.396893,0.886306,2.651954
6084,4.395985,0.886377,2.661301
6085,4.395131,0.886687,2.670411
6086,4.394308,0.887219,2.679389
6087,4.39352,0.887918,2.688273
6088,4.392771,0.888731,2.697099
6089,4.392064,0.889602,2.705903
6090,4.391403,0.890477,2.714723
6091,4.390843,0.891414,2.723629
6092,4.39039,0.892468,2.732604
6093,4.389979,0.89358,2.741558
6094,4.389545,0.894692,2.7504
6095,4.389023,0.895744,2.759037
6096,4.388348,0.896678,2.76738
6097,4.387516,0.897489,2.775402
6098,4.386581,0.898222,2.783173
6099,4.385557,0.898896,2.790739
6100,4.384461,0.899529,2.798149
6101,4.383307,0.900137,2.805452
6102,4.382111,0.90074,2.812693
6103,4.380871,0.901342,2.819845
6104,4.379573,0.901929,2.826863
6105,4.378217,0.902493,2.833773
6106,4.376805,0.903023,2.8406
6107,4.375337,0.90351,2.84737
6108,4.373814,0.903944,2.854108
6109,4.372219,0.904336,2.860815
6110,4.37055,0.904697,2.867473
6111,4.368824,0.905014,2.874073
6112,4.367062,0.905276,2.880608
6113,4.365281,0.905472,2.887072
6114,4.3635,0.905589,2.893456
6115,4.361725,0.905618,2.899744
6116,4.359941,0.905564,2.905939
6117,4.358138,0.905444,2.912061
6118,4.356307,0.905273,2.918133
6119,4.354438,0.905067,2.924177
6120,4.35252,0.904841,2.930212
6121,4.350554,0.904601,2.936206
6122,4.348548,0.904336,2.942133
6123,4.346504,0.904035,2.948031
6124,4.344423,0.903689,2.953937
6125,4.342305,0.903286,2.95989
6126,4.340153,0.902817,2.965926
6127,4.337993,0.90227,2.972031
6128,4.335828,0.901652,2.97817
6129,4.333627,0.900977,2.984355
6130,4.331358,0.900262,2.990597
6131,4.328991,0.899521,2.996908
6132,4.326492,0.898772,3.003299
6133,4.323878,0.897992,3.009746
6134,4.321176,0.897165,3.016235
6135,4.318375,0.896314,3.022793
6136,4.315464,0.895459,3.029445
6137,4.312431,0.894624,3.036218
6138,4.309266,0.89383,3.043139
6139,4.305973,0.893057,3.050219
6140,4.302562,0.892283,3.057441
6141,4.29903,0.891528,3.064784
6142,4.295372,0.890813,3.072227
6143,4.291586,0.890157,3.079749
6144,4.287668,0.889582,3.087328
6145,4.28361,0.88902,3.094957
6146,4.279414,0.888442,3.102652
6147,4.275089,0.887923,3.110426
6148,4.270645,0.88754,3.118291
6149,4.266091,0.887369,3.126262
6150,4.261436,0.887484,3.134352
6151,4.256607,0.887965,3.142663
6152,4.251582,0.888769,3.151205
6153,4.246447,0.889783,3.159853
6154,4.241289,0.890898,3.16848
6155,4.236192,0.892003,3.176961
6156,4.231243,0.892987,3.18517
6157,4.2264,0.893873,3.193107
6158,4.221586,0.894753,3.200875
6159,4.216834,0.895623,3.208496
6160,4.212177,0.896478,3.215995
6161,4.207647,0.897313,3.223395
6162,4.203277,0.898123,3.23072
6163,4.19908,0.898903,3.237957
6164,4.195034,0.899655,3.245085
6165,4.191115,0.900388,3.252114
6166,4.187299,0.901108,3.259055
6167,4.183565,0.901824,3.265919
6168,4.179888,0.902543,3.272717
6169,4.17628,0.903278,3.279427
6170,4.172764,0.904025,3.286034
6171,4.169328,0.904767,3.292564
6172,4.165962,0.905489,3.299043
6173,4.162657,0.906172,3.305494
6174,4.159402,0.906801,3.311943
6175,4.1562,0.907392,3.3184
6176,4.15306,0.907962,3.324846
6177,4.149981,0.908494,3.331266
6178,4.14696,0.908971,3.337641
6179,4.143994,0.909376,3.343955
6180,4.141082,0.909693,3.350191
6181,4.138237,0.909919,3.356342
6182,4.135463,0.910068,3.36242
6183,4.132745,0.910146,3.368437
6184,4.130067,0.910157,3.374405
6185,4.127412,0.910107,3.380333
6186,4.124764,0.910001,3.386235
6187,4.122127,0.909829,3.392084
6188,4.119513,0.909585,3.397865
6189,4.116922,0.90928,3.403608
6190,4.114355,0.908925,3.409342
6191,4.11181,0.908532,3.415094
6192,4.109288,0.908112,3.420895
6193,4.106799,0.907665,3.426722
6194,4.104345,0.907182,3.432549
6195,4.101913,0.90666,3.438395
6196,4.099493,0.906098,3.44428
6197,4.097073,0.905493,3.450224
6198,4.09464,0.904841,3.456248
6199,4.0922,0.904134,3.462306
6200,4.089761,0.903369,3.468375
6201,4.087322,0.902562,3.474504
6202,4.08488,0.901724,3.48074
6203,4.082436,0.900871,3.487133
6204,4.079986,0.900016,3.493732
6205,4.077537,0.899138,3.500531
6206,4.075093,0.898224,3.507491
6207,4.072644,0.897294,3.514608
6208,4.070185,0.896368,3.521878
6209,4.067708,0.895469,3.529298
6210,4.065206,0.894616,3.536863
6211,4.062671,0.893772,3.544541
6212,4.060107,0.892911,3.552326
6213,4.057525,0.892076,3.56026
6214,4.054936,0.891308,3.568386
6215,4.052353,0.890652,3.576745
6216,4.049787,0.890148,3.585378
6217,4.047191,0.889791,3.594442
6218,4.044547,0.889545,3.603933
6219,4.041909,0.889409,3.613658
6220,4.039328,0.889383,3.62342
6221,4.03686,0.889467,3.633026
6222,4.034556,0.889659,3.642281
6223,4.032452,0.889993,3.651161
6224,4.030514,0.890475,3.659817
6225,4.028687,0.891067,3.668315
6226,4.026918,0.891729,3.676726
6227,4.025153,0.892423,3.685116
6228,4.023339,0.89311,3.693553
6229,4.021506,0.893813,3.702096
6230,4.019701,0.894569,3.710702
6231,4.017901,0.895357,3.719288
6232,4.01608,0.896156,3.72777
6233,4.014214,0.896946,3.736064
6234,4.012276,0.897706,3.744087
6235,4.010266,0.898434,3.751793
6236,4.008202,0.899148,3.75924
6237,4.006092,0.899852,3.766498
6238,4.003944,0.900553,3.773642
6239,4.001767,0.901258,3.780744
6240,3.999568,0.901972,3.787876
6241,3.997348,0.902711,3.795038
6242,3.995101,0.903471,3.802171
6243,3.992824,0.904234,3.809261
6244,3.990515,0.904983,3.816296
6245,3.988172,0.9057,3.823261
6246,3.985793,0.906366,3.830142
6247,3.983366,0.907011,3.836927
6248,3.980889,0.907653,3.843624
6249,3.978379,0.908263,3.850252
6250,3.97585,0.908811,3.856828
6251,3.973318,0.909265,3.86337
6252,3.970797,0.909596,3.869896
6253,3.968289,0.909802,3.8764
6254,3.96578,0.909905,3.882865
6255,3.963267,0.909915,3.889297
6256,3.960749,0.909841,3.895699
6257,3.958222,0.909694,3.902077
6258,3.955684,0.909482,3.908436
6259,3.953142,0.909201,3.914733
6260,3.9506,0.908843,3.920956
6261,3.94805,0.908411,3.927155
6262,3.945483,0.907908,3.933379
6263,3.94289,0.907336,3.939679
6264,3.940263,0.906698,3.946103
6265,3.937627,0.90598,3.952634
6266,3.934993,0.905178,3.959229
6267,3.932333,0.904307,3.9659
6268,3.929621,0.903383,3.972656
6269,3.926826,0.902422,3.979509
6270,3.923923,0.90144,3.98647
6271,3.920909,0.900399,3.993526
6272,3.917806,0.899278,4.000668
6273,3.914621,0.89812,4.007906
6274,3.911363,0.896968,4.015253
6275,3.908037,0.895865,4.02272
6276,3.904652,0.894854,4.030318
6277,3.901247,0.893899,4.038036
6278,3.897825,0.892959,4.04586
6279,3.894336,0.892067,4.053804
6280,3.89073,0.891259,4.061881
6281,3.886959,0.890567,4.070104
6282,3.882973,0.890025,4.078485
6283,3.87869,0.889617,4.087131
6284,3.874134,0.88931,4.096054
6285,3.869411,0.88912,4.105122
6286,3.864632,0.889062,4.114205
6287,3.859904,0.88915,4.123173
6288,3.855336,0.8894,4.131895
6289,3.850917,0.889859,4.140357
6290,3.846561,0.890523,4.148661
6291,3.842256,0.891334,4.15685
6292,3.837991,0.892232,4.164967
6293,3.833757,0.893157,4.173053
6294,3.829543,0.894051,4.181152
6295,3.825324,0.894949,4.189275
6296,3.821106,0.895905,4.19739
6297,3.816917,0.896889,4.205474
6298,3.81279,0.89787,4.213507
6299,3.808753,0.898817,4.221467
6300,3.804839,0.899698,4.229332
6301,3.801046,0.900516,4.237103
6302,3.797349,0.901295,4.244796
6303,3.793743,0.90204,4.252416
6304,3.790224,0.902755,4.259967
6305,3.786786,0.903443,4.267453
6306,3.783425,0.904111,4.274878
6307,3.780146,0.904765,4.282223
6308,3.776956,0.905404,4.289481
6309,3.773847,0.906017,4.296674
6310,3.770812,0.906594,4.303824
6311,3.767845,0.907122,4.310955
6312,3.764939,0.90759,4.318089
6313,3.762104,0.908017,4.325234
6314,3.759348,0.908415,4.332376
6315,3.756659,0.908765,4.339498
6316,3.754027,0.909047,4.346584
6317,3.75144,0.909241,4.35362
6318,3.748889,0.909328,4.360589
6319,3.746397,0.909287,4.367469
6320,3.743979,0.909131,4.374268
6321,3.741607,0.908888,4.381016
6322,3.739253,0.908584,4.387743
6323,3.736889,0.908246,4.394479
6324,3.734489,0.907903,4.401255
6325,3.732043,0.907552,4.408048
6326,3.729574,0.90717,4.414828
6327,3.727096,0.906754,4.421618
6328,3.724622,0.906304,4.428439
6329,3.722167,0.905815,4.435312
6330,3.719744,0.905286,4.44226
6331,3.717358,0.904721,4.449237
6332,3.714998,0.904122,4.456219
6333,3.712657,0.903485,4.463253
6334,3.710327,0.902806,4.470389
6335,3.708,0.902083,4.477674
6336,3.705669,0.901311,4.485157
6337,3.703336,0.90047,4.492823
6338,3.70101,0.899559,4.500629
6339,3.698688,0.898603,4.508585
6340,3.696365,0.897628,4.5167
6341,3.69404,0.896657,4.524982
6342,3.691709,0.895718,4.53344
6343,3.689366,0.894776,4.54204
6344,3.687014,0.893804,4.550767
6345,3.684659,0.892837,4.559662
6346,3.682309,0.891911,4.568765
6347,3.67997,0.891061,4.578116
6348,3.677651,0.890321,4.587757
6349,3.675308,0.889643,4.597831
6350,3.672929,0.88899,4.608337
6351,3.670561,0.888413,4.61909
6352,3.668253,0.887962,4.629911
6353,3.666055,0.887689,4.640618
6354,3.664015,0.887646,4.651028
6355,3.662155,0.887872,4.661177
6356,3.660442,0.888332,4.671217
6357,3.658838,0.888971,4.681142
6358,3.657305,0.889731,4.690947
6359,3.655808,0.890556,4.700628
6360,3.654307,0.891388,4.710178
6361,3.652859,0.892269,4.719636
6362,3.651505,0.89325,4.729014
6363,3.650184,0.894296,4.738267
6364,3.64884,0.895369,4.74735
6365,3.647413,0.896434,4.756219
6366,3.645844,0.897453,4.76483
6367,3.644115,0.898435,4.773135
6368,3.642268,0.899412,4.78116
6369,3.640339,0.90038,4.78897
6370,3.638361,0.901335,4.796633
6371,3.636369,0.902275,4.804215
6372,3.634397,0.903195,4.811781
6373,3.63246,0.904114,4.819311
6374,3.630532,0.90504,4.826748
6375,3.62859,0.905949,4.834103
6376,3.626611,0.906821,4.841389
6377,3.62457,0.907634,4.848618
6378,3.622444,0.908366,4.855801
6379,3.620221,0.909029,4.862943
6380,3.617917,0.909645,4.870033
6381,3.615552,0.910201,4.877065
6382,3.613145,0.910687,4.884035
6383,3.610716,0.911092,4.890937
6384,3.608283,0.911404,4.897763
6385,3.605843,0.911624,4.90449
6386,3.603379,0.911759,4.911116
6387,3.600893,0.911812,4.917673
6388,3.598386,0.911788,4.924193
6389,3.595857,0.91169,4.930709
6390,3.593308,0.911521,4.937253
6391,3.590745,0.911274,4.943785
6392,3.58817,0.910944,4.950272
6393,3.585574,0.91054,4.956755
6394,3.582949,0.91007,4.963274
6395,3.580286,0.909541,4.96987
6396,3.577579,0.908961,4.976582
6397,3.574861,0.908313,4.98341
6398,3.572147,0.907585,4.99032
6399,3.569396,0.906799,4.997307
6400,3.566567,0.905975,5.004365
6401,3.563618,0.905133,5.011488
6402,3.560507,0.904294,5.018672
6403,3.557228,0.903436,5.025912
6404,3.55381,0.902539,5.033211
6405,3.550273,0.901624,5.040577
6406,3.546633,0.900713,5.048013
6407,3.54291,0.899828,5.055526
6408,3.53912,0.89899,5.063122
6409,3.535303,0.898198,5.070791
6410,3.531451,0.897435,5.078527
6411,3.527516,0.896697,5.086339
6412,3.523446,0.895982,5.094238
6413,3.519192,0.895289,5.102234
6414,3.514703,0.894614,5.110335
6415,3.50994,0.893892,5.118649
6416,3.504936,0.893114,5.127188
6417,3.499747,0.892357,5.135823
6418,3.494432,0.891698,5.144426
6419,3.489047,0.891216,5.152868
6420,3.48365,0.890989,5.161019
6421,3.478166,0.891053,5.168818
6422,3.472534,0.891356,5.176356
6423,3.466833,0.891834,5.183732
6424,3.46114,0.892428,5.191047
6425,3.455535,0.893077,5.198401
6426,3.450096,0.893719,5.205894
6427,3.444787,0.894383,5.213588
6428,3.439537,0.895124,5.221415
6429,3.434374,0.895919,5.229281
6430,3.429327,0.896746,5.237091
6431,3.424422,0.897584,5.244752
6432,3.419687,0.898409,5.252169
6433,3.41514,0.899235,5.259319
6434,3.410763,0.90008,5.266271
6435,3.406529,0.900936,5.273074
6436,3.402409,0.901792,5.279776
6437,3.398378,0.902638,5.286423
6438,3.394409,0.903464,5.293065
6439,3.390509,0.904294,5.299686
6440,3.386704,0.905141,5.306243
6441,3.382987,0.905978,5.312746
6442,3.379352,0.906779,5.319205
6443,3.375794,0.907516,5.32563
6444,3.372307,0.908164,5.332029
6445,3.368909,0.90874,5.3384
6446,3.365608,0.909269,5.344733
6447,3.362384,0.909734,5.351031
6448,3.359216,0.910121,5.357297
6449,3.356084,0.910413,5.363534
6450,3.352967,0.910594,5.369745
6451,3.349885,0.91066,5.375921
6452,3.346858,0.910623,5.382061
6453,3.343867,0.910492,5.388171
6454,3.340892,0.910274,5.39426
