0,0.5356734,0.8293562,-1.154991,10.05894,246.8184,339.0461
0.03666668,0.4491675,0.8079818,-1.189547,11.22468,250.5151,338.9557
0.07333336,0.3599285,0.7946998,-1.213277,13.89738,255.2423,339.2372
0.11,0.2679087,0.7938214,-1.227586,15.08059,260.0715,339.0747
0.1466667,0.1732699,0.8001224,-1.233879,14.1339,263.8588,338.6529
0.1833334,0.07373623,0.8076682,-1.23356,12.8139,267.236,338.6266
0.2200001,-0.02851018,0.8105242,-1.228333,12.74152,271.3322,339.5479
0.2566667,-0.1276647,0.8048883,-1.219744,13.32233,275.8298,340.2188
0.2933334,-0.2233192,0.7971168,-1.206112,15.1784,280.6683,340.638
0.3300001,-0.3156766,0.7920247,-1.185434,17.71331,285.5944,341.3011
0.3666668,-0.4050432,0.7939573,-1.155703,18.48729,289.842,341.5782
0.4033335,-0.4945781,0.8029878,-1.114948,17.70165,293.7941,341.2879
0.4400002,-0.5871571,0.81265,-1.066133,15.81659,297.442,340.4893
0.4766669,-0.6787456,0.817481,-1.013115,13.40379,299.921,339.7867
0.5133336,-0.7662333,0.8123876,-0.9571231,10.58214,301.6693,339.1148
0.5500003,-0.8482898,0.8001768,-0.8986792,9.825037,305.0587,338.8678
0.5866669,-0.9235852,0.7890767,-0.8337096,12.082,310.7212,339.6363
0.6233336,-0.9907889,0.7870901,-0.7619239,14.14811,317.4355,340.3763
0.6600003,-1.049914,0.8026327,-0.6840234,14.58861,323.8917,341.1411
0.696667,-1.104102,0.8245464,-0.6007096,13.61831,328.9142,341.9735
0.7333337,-1.154049,0.8294315,-0.5137954,12.22799,333.5148,342.7937
0.7700004,-1.200283,0.8216613,-0.4263431,11.66537,338.709,343.4678
0.8066671,-1.243167,0.809278,-0.3403687,12.53741,344.5845,343.2623
0.8433338,-1.276913,0.8002925,-0.2577171,15.17488,350.8448,343.0216
0.8800005,-1.299695,0.8021951,-0.1760408,17.03858,355.521,343.025
0.9166672,-1.313221,0.8130822,-0.09250313,16.34104,358.9682,342.6961
0.9533339,-1.319197,0.8268542,-0.001782939,14.34962,2.999122,342.2362
0.9900005,-1.319332,0.8380984,0.09281036,11.69405,6.424623,341.8558
1.026667,-1.315331,0.8414024,0.1830816,9.043146,7.986481,341.4622
1.063334,-1.308903,0.8337338,0.2718638,7.136864,9.98514,340.8217
0,0.3861347,0.8296478,2.24285,18.67602,100.6457,343.6357
0.03666667,0.5127162,0.8135421,2.224757,17.73514,103.5096,343.0173
0.07333335,0.6356204,0.8006517,2.199673,19.68581,107.9407,343.6417
0.11,0.7524766,0.7976047,2.166291,22.10872,113.1775,344.7114
0.1466667,0.8677257,0.8047759,2.123302,22.23705,117.7242,345.0085
0.1833334,0.9829683,0.8150371,2.070687,20.40379,120.395,344.8373
0.22,1.097472,0.8209826,2.01628,19.4509,123.7121,345.3901
0.2566667,1.210503,0.8162616,1.960146,19.46444,127.9233,346.1346
0.2933334,1.321328,0.8040025,1.900474,19.58259,132.5751,346.0859
0.33,1.426981,0.791872,1.835451,21.06202,137.3961,345.7932
0.3666667,1.523699,0.7875239,1.763266,23.14544,140.384,345.5345
0.4033334,1.612988,0.7942454,1.682107,24.05149,141.9348,344.571
0.44,1.696475,0.8064483,1.590342,23.57774,144.7096,343.2624
0.4766667,1.775787,0.818474,1.49352,22.21665,147.3468,341.6028
0.5133334,1.852552,0.8246636,1.394518,20.33158,147.7333,340.1672
0.5500001,1.928399,0.8197306,1.29268,18.38112,148.7552,339.3652
